"","sim","method","metric","observed","value","n","N"
"43",5,"FiTree","sign","observed",0.92,10,200
"44",5,"FiTree","sign","recoverable",0.709090909090909,10,200
"45",5,"Diffusion","mae","observed",0.65445998800949,10,200
"46",5,"Diffusion","mae","recoverable",1.42760282670221,10,200
"47",5,"Diffusion","sign","observed",0.72,10,200
"48",5,"Diffusion","sign","recoverable",0.490909090909091,10,200
"49",6,"FiTree","mae","observed",0.582187569501046,10,200
"50",6,"FiTree","mae","recoverable",0.401904894247301,10,200
"51",6,"FiTree","sign","observed",0.6875,10,200
"52",6,"FiTree","sign","recoverable",0.4375,10,200
"53",6,"Diffusion","mae","observed",0.388759020792272,10,200
"54",6,"Diffusion","mae","recoverable",1.3151304582104,10,200
"55",6,"Diffusion","sign","observed",0.625,10,200
"56",6,"Diffusion","sign","recoverable",0.453125,10,200
"57",7,"FiTree","mae","observed",0.704193797975363,10,200
"58",7,"FiTree","mae","recoverable",0.495425836708852,10,200
"59",7,"FiTree","sign","observed",0.948717948717949,10,200
"60",7,"FiTree","sign","recoverable",0.712328767123288,10,200
"61",7,"Diffusion","mae","observed",0.738801255042734,10,200
"62",7,"Diffusion","mae","recoverable",1.1753022985093,10,200
"63",7,"Diffusion","sign","observed",0.871794871794872,10,200
"64",7,"Diffusion","sign","recoverable",0.643835616438356,10,200
"65",8,"FiTree","mae","observed",0.94395088648437,10,200
"66",8,"FiTree","mae","recoverable",0.562912898272924,10,200
"67",8,"FiTree","sign","observed",0.76,10,200
"68",8,"FiTree","sign","recoverable",0.456140350877193,10,200
"69",8,"Diffusion","mae","observed",0.508620007496393,10,200
"70",8,"Diffusion","mae","recoverable",1.20995186195507,10,200
"71",8,"Diffusion","sign","observed",0.76,10,200
"72",8,"Diffusion","sign","recoverable",0.491228070175439,10,200
"73",9,"FiTree","mae","observed",0.442583573337139,10,200
"74",9,"FiTree","mae","recoverable",0.34105443697561,10,200
"75",9,"FiTree","sign","observed",0.783783783783784,10,200
"76",9,"FiTree","sign","recoverable",0.5,10,200
"77",9,"Diffusion","mae","observed",0.450465097466967,10,200
"78",9,"Diffusion","mae","recoverable",0.578743325791751,10,200
"79",9,"Diffusion","sign","observed",0.675675675675676,10,200
"80",9,"Diffusion","sign","recoverable",0.485714285714286,10,200
"81",10,"FiTree","mae","observed",0.43734294799279,10,200
"82",10,"FiTree","mae","recoverable",0.297568522060321,10,200
"83",10,"FiTree","sign","observed",0.964285714285714,10,200
"84",10,"FiTree","sign","recoverable",0.783333333333333,10,200
"85",10,"Diffusion","mae","observed",0.337825723117879,10,200
"86",10,"Diffusion","mae","recoverable",2.36885092385322,10,200
"87",10,"Diffusion","sign","observed",0.714285714285714,10,200
"88",10,"Diffusion","sign","recoverable",0.5,10,200
"89",11,"FiTree","mae","observed",1.02994113990482,10,200
"90",11,"FiTree","mae","recoverable",0.738322039621156,10,200
"91",11,"FiTree","sign","observed",0.951219512195122,10,200
"92",11,"FiTree","sign","recoverable",0.8,10,200
"93",11,"Diffusion","mae","observed",0.339048319690134,10,200
"94",11,"Diffusion","mae","recoverable",0.35344261676631,10,200
"95",11,"Diffusion","sign","observed",0.804878048780488,10,200
"96",11,"Diffusion","sign","recoverable",0.646153846153846,10,200
"97",12,"FiTree","mae","observed",1.11596742161923,10,200
"98",12,"FiTree","mae","recoverable",0.671797561477662,10,200
"99",12,"FiTree","sign","observed",1,10,200
"100",12,"FiTree","sign","recoverable",0.73134328358209,10,200
"101",12,"Diffusion","mae","observed",0.445495836903241,10,200
"102",12,"Diffusion","mae","recoverable",1.65238953977385,10,200
"103",12,"Diffusion","sign","observed",0.774193548387097,10,200
"104",12,"Diffusion","sign","recoverable",0.597014925373134,10,200
"105",13,"FiTree","mae","observed",0.164484054724845,10,200
"106",13,"FiTree","mae","recoverable",0.160077661590588,10,200
"107",13,"FiTree","sign","observed",0.956521739130435,10,200
"108",13,"FiTree","sign","recoverable",0.711864406779661,10,200
"109",13,"Diffusion","mae","observed",0.438193485406841,10,200
"110",13,"Diffusion","mae","recoverable",1.89272801171488,10,200
"111",13,"Diffusion","sign","observed",0.739130434782609,10,200
"112",13,"Diffusion","sign","recoverable",0.474576271186441,10,200
"113",14,"FiTree","mae","observed",0.4397126131704,10,200
"114",14,"FiTree","mae","recoverable",0.35675825663643,10,200
"115",14,"FiTree","sign","observed",0.825,10,200
"116",14,"FiTree","sign","recoverable",0.557142857142857,10,200
"117",14,"Diffusion","mae","observed",0.449713601919137,10,200
"118",14,"Diffusion","mae","recoverable",1.07486492831559,10,200
"119",14,"Diffusion","sign","observed",0.775,10,200
"120",14,"Diffusion","sign","recoverable",0.557142857142857,10,200
"121",15,"FiTree","mae","observed",0.934180306168537,10,200
"122",15,"FiTree","mae","recoverable",0.511218155271109,10,200
"123",15,"FiTree","sign","observed",0.846153846153846,10,200
"124",15,"FiTree","sign","recoverable",0.580645161290323,10,200
"125",15,"Diffusion","mae","observed",0.534382622578489,10,200
"126",15,"Diffusion","mae","recoverable",3.45883179464529,10,200
"127",15,"Diffusion","sign","observed",0.692307692307692,10,200
"128",15,"Diffusion","sign","recoverable",0.516129032258065,10,200
"129",16,"FiTree","mae","observed",0.678930910346127,10,200
"130",16,"FiTree","mae","recoverable",0.34087389537195,10,200
"131",16,"FiTree","sign","observed",0.791666666666667,10,200
"132",16,"FiTree","sign","recoverable",0.419354838709677,10,200
"133",16,"Diffusion","mae","observed",0.424433810147239,10,200
"134",16,"Diffusion","mae","recoverable",1.25595397551101,10,200
"135",16,"Diffusion","sign","observed",0.708333333333333,10,200
"136",16,"Diffusion","sign","recoverable",0.532258064516129,10,200
"137",17,"FiTree","mae","observed",0.592819287831515,10,200
"138",17,"FiTree","mae","recoverable",0.441246641128551,10,200
"139",17,"FiTree","sign","observed",0.85,10,200
"140",17,"FiTree","sign","recoverable",0.594202898550725,10,200
"141",17,"Diffusion","mae","observed",0.400614436836216,10,200
"142",17,"Diffusion","mae","recoverable",0.465231358693745,10,200
"143",17,"Diffusion","sign","observed",0.85,10,200
"144",17,"Diffusion","sign","recoverable",0.579710144927536,10,200
"145",18,"FiTree","mae","observed",0.282793307741445,10,200
"146",18,"FiTree","mae","recoverable",0.249532828809709,10,200
"147",18,"FiTree","sign","observed",0.961538461538462,10,200
"148",18,"FiTree","sign","recoverable",0.688524590163934,10,200
"149",18,"Diffusion","mae","observed",0.309188622308576,10,200
"150",18,"Diffusion","mae","recoverable",1.77199953244083,10,200
"151",18,"Diffusion","sign","observed",0.846153846153846,10,200
"152",18,"Diffusion","sign","recoverable",0.59016393442623,10,200
"153",19,"FiTree","mae","observed",1.36612127424243,10,200
"154",19,"FiTree","mae","recoverable",0.835485650054895,10,200
"155",19,"FiTree","sign","observed",0.975,10,200
"156",19,"FiTree","sign","recoverable",0.736111111111111,10,200
"157",19,"Diffusion","mae","observed",0.349329626718295,10,200
"158",19,"Diffusion","mae","recoverable",0.501718306227432,10,200
"159",19,"Diffusion","sign","observed",0.85,10,200
"160",19,"Diffusion","sign","recoverable",0.694444444444444,10,200
"161",20,"FiTree","mae","observed",0.261340287480674,10,200
"162",20,"FiTree","mae","recoverable",0.244570605808431,10,200
"163",20,"FiTree","sign","observed",0.96,10,200
"164",20,"FiTree","sign","recoverable",0.770833333333333,10,200
"165",20,"Diffusion","mae","observed",0.449949439129911,10,200
"166",20,"Diffusion","mae","recoverable",0.586249095575064,10,200
"167",20,"Diffusion","sign","observed",0.88,10,200
"168",20,"Diffusion","sign","recoverable",0.625,10,200
"169",21,"FiTree","mae","observed",0.122825070350451,10,200
"170",21,"FiTree","mae","recoverable",0.151247926327589,10,200
"171",21,"FiTree","sign","observed",0.928571428571429,10,200
"172",21,"FiTree","sign","recoverable",0.689655172413793,10,200
"173",21,"Diffusion","mae","observed",0.392998886735364,10,200
"174",21,"Diffusion","mae","recoverable",9.2965376366631,10,200
"175",21,"Diffusion","sign","observed",0.678571428571429,10,200
"176",21,"Diffusion","sign","recoverable",0.53448275862069,10,200
"177",22,"FiTree","mae","observed",0.405796333326035,10,200
"178",22,"FiTree","mae","recoverable",0.308789137137674,10,200
"179",22,"FiTree","sign","observed",0.896551724137931,10,200
"180",22,"FiTree","sign","recoverable",0.666666666666667,10,200
"181",22,"Diffusion","mae","observed",0.569128179800523,10,200
"182",22,"Diffusion","mae","recoverable",0.628461209370152,10,200
"183",22,"Diffusion","sign","observed",0.793103448275862,10,200
"184",22,"Diffusion","sign","recoverable",0.515151515151515,10,200
"185",23,"FiTree","mae","observed",0.994261039009853,10,200
"186",23,"FiTree","mae","recoverable",0.678417020983519,10,200
"187",23,"FiTree","sign","observed",0.976744186046512,10,200
"188",23,"FiTree","sign","recoverable",0.733333333333333,10,200
"189",23,"Diffusion","mae","observed",0.44151184041445,10,200
"190",23,"Diffusion","mae","recoverable",1.06520480385444,10,200
"191",23,"Diffusion","sign","observed",0.744186046511628,10,200
"192",23,"Diffusion","sign","recoverable",0.6,10,200
"193",24,"FiTree","mae","observed",0.825388596591918,10,200
"194",24,"FiTree","mae","recoverable",0.561814162658704,10,200
"195",24,"FiTree","sign","observed",0.941176470588235,10,200
"196",24,"FiTree","sign","recoverable",0.712328767123288,10,200
"197",24,"Diffusion","mae","observed",0.556439384911924,10,200
"198",24,"Diffusion","mae","recoverable",0.671864264145428,10,200
"199",24,"Diffusion","sign","observed",0.764705882352941,10,200
"200",24,"Diffusion","sign","recoverable",0.63013698630137,10,200
"201",25,"FiTree","mae","observed",0.0596631207344316,10,200
"202",25,"FiTree","mae","recoverable",0.221913518222941,10,200
"203",25,"FiTree","sign","observed",1,10,200
"204",25,"FiTree","sign","recoverable",0.649122807017544,10,200
"205",25,"Diffusion","mae","observed",0.520529227551733,10,200
"206",25,"Diffusion","mae","recoverable",5.38323394053068,10,200
"207",25,"Diffusion","sign","observed",0.458333333333333,10,200
"208",25,"Diffusion","sign","recoverable",0.385964912280702,10,200
"209",26,"FiTree","mae","observed",1.1624480313171,10,200
"210",26,"FiTree","mae","recoverable",0.628400741697666,10,200
"211",26,"FiTree","sign","observed",1,10,200
"212",26,"FiTree","sign","recoverable",0.746268656716418,10,200
"213",26,"Diffusion","mae","observed",0.505769176949145,10,200
"214",26,"Diffusion","mae","recoverable",3.29911163916332,10,200
"215",26,"Diffusion","sign","observed",0.785714285714286,10,200
"216",26,"Diffusion","sign","recoverable",0.477611940298507,10,200
"217",27,"FiTree","mae","observed",0.123863612534651,10,200
"218",27,"FiTree","mae","recoverable",0.181964613586361,10,200
"219",27,"FiTree","sign","observed",0.818181818181818,10,200
"220",27,"FiTree","sign","recoverable",0.538461538461538,10,200
"221",27,"Diffusion","mae","observed",0.652942456902809,10,200
"222",27,"Diffusion","mae","recoverable",0.749872391469701,10,200
"223",27,"Diffusion","sign","observed",0.787878787878788,10,200
"224",27,"Diffusion","sign","recoverable",0.538461538461538,10,200
"225",28,"FiTree","mae","observed",0.145347655015225,10,200
"226",28,"FiTree","mae","recoverable",0.181575494607125,10,200
"227",28,"FiTree","sign","observed",0.709677419354839,10,200
"228",28,"FiTree","sign","recoverable",0.543859649122807,10,200
"229",28,"Diffusion","mae","observed",0.305737002925572,10,200
"230",28,"Diffusion","mae","recoverable",0.541187551699518,10,200
"231",28,"Diffusion","sign","observed",0.709677419354839,10,200
"232",28,"Diffusion","sign","recoverable",0.526315789473684,10,200
"233",29,"FiTree","mae","observed",0.172707609360559,10,200
"234",29,"FiTree","mae","recoverable",0.241385834022222,10,200
"235",29,"FiTree","sign","observed",0.733333333333333,10,200
"236",29,"FiTree","sign","recoverable",0.571428571428571,10,200
"237",29,"Diffusion","mae","observed",0.49902955108364,10,200
"238",29,"Diffusion","mae","recoverable",9.30706907212768,10,200
"239",29,"Diffusion","sign","observed",0.4,10,200
"240",29,"Diffusion","sign","recoverable",0.326530612244898,10,200
"241",30,"FiTree","mae","observed",0.269031633431659,10,200
"242",30,"FiTree","mae","recoverable",0.230413756839832,10,200
"243",30,"FiTree","sign","observed",0.777777777777778,10,200
"244",30,"FiTree","sign","recoverable",0.4,10,200
"245",30,"Diffusion","mae","observed",0.512278656732391,10,200
"246",30,"Diffusion","mae","recoverable",0.619707618472117,10,200
"247",30,"Diffusion","sign","observed",0.740740740740741,10,200
"248",30,"Diffusion","sign","recoverable",0.483333333333333,10,200
"249",31,"FiTree","mae","observed",0.832904301081495,10,200
"250",31,"FiTree","mae","recoverable",0.487913606370408,10,200
"251",31,"FiTree","sign","observed",0.793103448275862,10,200
"252",31,"FiTree","sign","recoverable",0.441176470588235,10,200
"253",31,"Diffusion","mae","observed",0.444996869391608,10,200
"254",31,"Diffusion","mae","recoverable",4.00498078863871,10,200
"255",31,"Diffusion","sign","observed",0.724137931034483,10,200
"256",31,"Diffusion","sign","recoverable",0.514705882352941,10,200
"257",32,"FiTree","mae","observed",0.13495782018102,10,200
"258",32,"FiTree","mae","recoverable",0.170741843299342,10,200
"259",32,"FiTree","sign","observed",0.909090909090909,10,200
"260",32,"FiTree","sign","recoverable",0.764705882352941,10,200
"261",32,"Diffusion","mae","observed",0.463209959444022,10,200
"262",32,"Diffusion","mae","recoverable",2.00678231635254,10,200
"263",32,"Diffusion","sign","observed",0.818181818181818,10,200
"264",32,"Diffusion","sign","recoverable",0.450980392156863,10,200
"265",33,"FiTree","mae","observed",0.791374842284022,10,200
"266",33,"FiTree","mae","recoverable",0.446507270291975,10,200
"267",33,"FiTree","sign","observed",1,10,200
"268",33,"FiTree","sign","recoverable",0.783333333333333,10,200
"269",33,"Diffusion","mae","observed",0.602128069659145,10,200
"270",33,"Diffusion","mae","recoverable",3.15967331634652,10,200
"271",33,"Diffusion","sign","observed",0.576923076923077,10,200
"272",33,"Diffusion","sign","recoverable",0.45,10,200
"273",34,"FiTree","mae","observed",0.953585851456787,10,200
"274",34,"FiTree","mae","recoverable",0.671350507622466,10,200
"275",34,"FiTree","sign","observed",0.952380952380952,10,200
"276",34,"FiTree","sign","recoverable",0.833333333333333,10,200
"277",34,"Diffusion","mae","observed",0.435083257967757,10,200
"278",34,"Diffusion","mae","recoverable",0.468375408065267,10,200
"279",34,"Diffusion","sign","observed",0.904761904761905,10,200
"280",34,"Diffusion","sign","recoverable",0.712121212121212,10,200
"281",35,"FiTree","mae","observed",0.130761785457956,10,200
"282",35,"FiTree","mae","recoverable",0.136079812063948,10,200
"283",35,"FiTree","sign","observed",0.666666666666667,10,200
"284",35,"FiTree","sign","recoverable",0.476190476190476,10,200
"285",35,"Diffusion","mae","observed",0.616144782711251,10,200
"286",35,"Diffusion","mae","recoverable",7.09858846908357,10,200
"287",35,"Diffusion","sign","observed",0.571428571428571,10,200
"288",35,"Diffusion","sign","recoverable",0.285714285714286,10,200
"289",36,"FiTree","mae","observed",0.969892748440996,10,200
"290",36,"FiTree","mae","recoverable",0.624344773308522,10,200
"291",36,"FiTree","sign","observed",0.806451612903226,10,200
"292",36,"FiTree","sign","recoverable",0.597014925373134,10,200
"293",36,"Diffusion","mae","observed",0.49424737885184,10,200
"294",36,"Diffusion","mae","recoverable",2.94047672101208,10,200
"295",36,"Diffusion","sign","observed",0.645161290322581,10,200
"296",36,"Diffusion","sign","recoverable",0.358208955223881,10,200
"297",37,"FiTree","mae","observed",0.628525731529522,10,200
"298",37,"FiTree","mae","recoverable",0.447584740618756,10,200
"299",37,"FiTree","sign","observed",0.735294117647059,10,200
"300",37,"FiTree","sign","recoverable",0.584615384615385,10,200
"301",37,"Diffusion","mae","observed",0.737736161820244,10,200
"302",37,"Diffusion","mae","recoverable",1.3181484301429,10,200
"303",37,"Diffusion","sign","observed",0.705882352941177,10,200
"304",37,"Diffusion","sign","recoverable",0.584615384615385,10,200
"305",38,"FiTree","mae","observed",1.22315878554906,10,200
"306",38,"FiTree","mae","recoverable",0.770999235968605,10,200
"307",38,"FiTree","sign","observed",0.833333333333333,10,200
"308",38,"FiTree","sign","recoverable",0.573529411764706,10,200
"309",38,"Diffusion","mae","observed",0.387492870431835,10,200
"310",38,"Diffusion","mae","recoverable",2.6865312229334,10,200
"311",38,"Diffusion","sign","observed",0.833333333333333,10,200
"312",38,"Diffusion","sign","recoverable",0.558823529411765,10,200
"313",39,"FiTree","mae","observed",1.20112283153179,10,200
"314",39,"FiTree","mae","recoverable",0.733030492214658,10,200
"315",39,"FiTree","sign","observed",0.818181818181818,10,200
"316",39,"FiTree","sign","recoverable",0.515151515151515,10,200
"317",39,"Diffusion","mae","observed",0.518011904242557,10,200
"318",39,"Diffusion","mae","recoverable",0.647282011740138,10,200
"319",39,"Diffusion","sign","observed",0.757575757575758,10,200
"320",39,"Diffusion","sign","recoverable",0.5,10,200
"321",40,"FiTree","mae","observed",0.942189010102111,10,200
"322",40,"FiTree","mae","recoverable",0.620398122473929,10,200
"323",40,"FiTree","sign","observed",0.972222222222222,10,200
"324",40,"FiTree","sign","recoverable",0.776119402985075,10,200
"325",40,"Diffusion","mae","observed",0.369456851099772,10,200
"326",40,"Diffusion","mae","recoverable",1.01424824615962,10,200
"327",40,"Diffusion","sign","observed",0.861111111111111,10,200
"328",40,"Diffusion","sign","recoverable",0.611940298507463,10,200
"329",41,"FiTree","mae","observed",1.0445507869973,10,200
"330",41,"FiTree","mae","recoverable",0.696574238516188,10,200
"331",41,"FiTree","sign","observed",0.975,10,200
"332",41,"FiTree","sign","recoverable",0.779411764705882,10,200
"333",41,"Diffusion","mae","observed",0.539131540317549,10,200
"334",41,"Diffusion","mae","recoverable",0.587150408265684,10,200
"335",41,"Diffusion","sign","observed",0.9,10,200
"336",41,"Diffusion","sign","recoverable",0.691176470588235,10,200
"337",42,"FiTree","mae","observed",0.827853184065995,10,200
"338",42,"FiTree","mae","recoverable",0.526625008674327,10,200
"339",42,"FiTree","sign","observed",0.891891891891892,10,200
"340",42,"FiTree","sign","recoverable",0.641791044776119,10,200
"341",42,"Diffusion","mae","observed",0.608444366915032,10,200
"342",42,"Diffusion","mae","recoverable",0.507796081754186,10,200
"343",42,"Diffusion","sign","observed",0.918918918918919,10,200
"344",42,"Diffusion","sign","recoverable",0.686567164179104,10,200
"345",43,"FiTree","mae","observed",0.563603713047104,10,200
"346",43,"FiTree","mae","recoverable",0.399507277575516,10,200
"347",43,"FiTree","sign","observed",0.823529411764706,10,200
"348",43,"FiTree","sign","recoverable",0.650793650793651,10,200
"349",43,"Diffusion","mae","observed",0.687610398290547,10,200
"350",43,"Diffusion","mae","recoverable",1.40537089715324,10,200
"351",43,"Diffusion","sign","observed",0.61764705882353,10,200
"352",43,"Diffusion","sign","recoverable",0.396825396825397,10,200
"353",44,"FiTree","mae","observed",0.128530294600328,10,200
"354",44,"FiTree","mae","recoverable",0.199055466366808,10,200
"355",44,"FiTree","sign","observed",0.6,10,200
"356",44,"FiTree","sign","recoverable",0.392857142857143,10,200
"357",44,"Diffusion","mae","observed",0.421023032052456,10,200
"358",44,"Diffusion","mae","recoverable",1.58732709849325,10,200
"359",44,"Diffusion","sign","observed",0.6,10,200
"360",44,"Diffusion","sign","recoverable",0.446428571428571,10,200
"361",45,"FiTree","mae","observed",0.848345534815157,10,200
"362",45,"FiTree","mae","recoverable",0.565481280416114,10,200
"363",45,"FiTree","sign","observed",0.904761904761905,10,200
"364",45,"FiTree","sign","recoverable",0.653333333333333,10,200
"365",45,"Diffusion","mae","observed",0.48171079590647,10,200
"366",45,"Diffusion","mae","recoverable",0.51188039713805,10,200
"367",45,"Diffusion","sign","observed",0.857142857142857,10,200
"368",45,"Diffusion","sign","recoverable",0.693333333333333,10,200
"369",46,"FiTree","mae","observed",0.184347428766868,10,200
"370",46,"FiTree","mae","recoverable",0.206544270234958,10,200
"371",46,"FiTree","sign","observed",0.810810810810811,10,200
"372",46,"FiTree","sign","recoverable",0.65,10,200
"373",46,"Diffusion","mae","observed",0.431026022999363,10,200
"374",46,"Diffusion","mae","recoverable",0.58671799020961,10,200
"375",46,"Diffusion","sign","observed",0.594594594594595,10,200
"376",46,"Diffusion","sign","recoverable",0.5,10,200
"377",47,"FiTree","mae","observed",0.668848078880214,10,200
"378",47,"FiTree","mae","recoverable",0.331943554914044,10,200
"379",47,"FiTree","sign","observed",0.9,10,200
"380",47,"FiTree","sign","recoverable",0.714285714285714,10,200
"381",47,"Diffusion","mae","observed",0.412849571822744,10,200
"382",47,"Diffusion","mae","recoverable",5.05451159046911,10,200
"383",47,"Diffusion","sign","observed",0.65,10,200
"384",47,"Diffusion","sign","recoverable",0.517857142857143,10,200
"385",48,"FiTree","mae","observed",0.987528355120267,10,200
"386",48,"FiTree","mae","recoverable",0.537635486965201,10,200
"387",48,"FiTree","sign","observed",0.848484848484849,10,200
"388",48,"FiTree","sign","recoverable",0.61764705882353,10,200
"389",48,"Diffusion","mae","observed",0.36755680322651,10,200
"390",48,"Diffusion","mae","recoverable",0.259376244398088,10,200
"391",48,"Diffusion","sign","observed",0.787878787878788,10,200
"392",48,"Diffusion","sign","recoverable",0.61764705882353,10,200
"393",49,"FiTree","mae","observed",0.755515957656398,10,200
"394",49,"FiTree","mae","recoverable",0.510054757184809,10,200
"395",49,"FiTree","sign","observed",1,10,200
"396",49,"FiTree","sign","recoverable",0.746031746031746,10,200
"397",49,"Diffusion","mae","observed",0.405210117790891,10,200
"398",49,"Diffusion","mae","recoverable",0.568609456523902,10,200
"399",49,"Diffusion","sign","observed",0.8125,10,200
"400",49,"Diffusion","sign","recoverable",0.555555555555556,10,200
"401",50,"FiTree","mae","observed",0.65685491327027,10,200
"402",50,"FiTree","mae","recoverable",0.425529991013932,10,200
"403",50,"FiTree","sign","observed",0.96551724137931,10,200
"404",50,"FiTree","sign","recoverable",0.703125,10,200
"405",50,"Diffusion","mae","observed",0.449897948059781,10,200
"406",50,"Diffusion","mae","recoverable",2.27341619169215,10,200
"407",50,"Diffusion","sign","observed",0.862068965517241,10,200
"408",50,"Diffusion","sign","recoverable",0.484375,10,200
"409",51,"FiTree","mae","observed",1.06696653161214,10,200
"410",51,"FiTree","mae","recoverable",0.703299757732451,10,200
"411",51,"FiTree","sign","observed",0.794871794871795,10,200
"412",51,"FiTree","sign","recoverable",0.527777777777778,10,200
"413",51,"Diffusion","mae","observed",0.555137607443638,10,200
"414",51,"Diffusion","mae","recoverable",2.62060863403451,10,200
"415",51,"Diffusion","sign","observed",0.794871794871795,10,200
"416",51,"Diffusion","sign","recoverable",0.569444444444444,10,200
"417",52,"FiTree","mae","observed",0.292422598501177,10,200
"418",52,"FiTree","mae","recoverable",0.237713525559334,10,200
"419",52,"FiTree","sign","observed",0.740740740740741,10,200
"420",52,"FiTree","sign","recoverable",0.508196721311475,10,200
"421",52,"Diffusion","mae","observed",0.590951836375539,10,200
"422",52,"Diffusion","mae","recoverable",1.88628700067313,10,200
"423",52,"Diffusion","sign","observed",0.62962962962963,10,200
"424",52,"Diffusion","sign","recoverable",0.459016393442623,10,200
"425",53,"FiTree","mae","observed",0.646379516651036,10,200
"426",53,"FiTree","mae","recoverable",0.425575354159871,10,200
"427",53,"FiTree","sign","observed",1,10,200
"428",53,"FiTree","sign","recoverable",0.761904761904762,10,200
"429",53,"Diffusion","mae","observed",0.336275849549954,10,200
"430",53,"Diffusion","mae","recoverable",0.385170183356162,10,200
"431",53,"Diffusion","sign","observed",0.8125,10,200
"432",53,"Diffusion","sign","recoverable",0.619047619047619,10,200
"433",54,"FiTree","mae","observed",0.557014003534754,10,200
"434",54,"FiTree","mae","recoverable",0.43360491420603,10,200
"435",54,"FiTree","sign","observed",0.8,10,200
"436",54,"FiTree","sign","recoverable",0.705882352941177,10,200
"437",54,"Diffusion","mae","observed",0.49597942452152,10,200
"438",54,"Diffusion","mae","recoverable",1.07190584278458,10,200
"439",54,"Diffusion","sign","observed",0.666666666666667,10,200
"440",54,"Diffusion","sign","recoverable",0.544117647058823,10,200
"441",55,"FiTree","mae","observed",0.389844914531457,10,200
"442",55,"FiTree","mae","recoverable",0.255550051110149,10,200
"443",55,"FiTree","sign","observed",0.758620689655172,10,200
"444",55,"FiTree","sign","recoverable",0.477611940298507,10,200
"445",55,"Diffusion","mae","observed",0.436686207479778,10,200
"446",55,"Diffusion","mae","recoverable",6.11157079681405,10,200
"447",55,"Diffusion","sign","observed",0.758620689655172,10,200
"448",55,"Diffusion","sign","recoverable",0.507462686567164,10,200
"449",56,"FiTree","mae","observed",0.691964831368022,10,200
"450",56,"FiTree","mae","recoverable",0.376606981812048,10,200
"451",56,"FiTree","sign","observed",0.958333333333333,10,200
"452",56,"FiTree","sign","recoverable",0.796610169491525,10,200
"453",56,"Diffusion","mae","observed",0.50670861997274,10,200
"454",56,"Diffusion","mae","recoverable",1.78368707674415,10,200
"455",56,"Diffusion","sign","observed",0.791666666666667,10,200
"456",56,"Diffusion","sign","recoverable",0.457627118644068,10,200
"457",57,"FiTree","mae","observed",0.96473746195473,10,200
"458",57,"FiTree","mae","recoverable",0.739743922748578,10,200
"459",57,"FiTree","sign","observed",0.826086956521739,10,200
"460",57,"FiTree","sign","recoverable",0.608695652173913,10,200
"461",57,"Diffusion","mae","observed",0.485195443121505,10,200
"462",57,"Diffusion","mae","recoverable",0.566483604910146,10,200
"463",57,"Diffusion","sign","observed",0.826086956521739,10,200
